,time,ID,Sec,X,Y,Contact_count,Vertex,Speed,Sit,exit,STUCK,Chair,group,groupedP,totalP,Contact_sec,Contact_IDs,Contact_Pop
36,11,3,4,15.188709314752732,27.13920264170378,0,"[[15.188709314752732, 27.73983490902319], [15.188709314752732, 27.13920264170378]]",0.6006322673194119,0,,,[],1.0,2.0,5.0,0.0,[],0
37,11,4,1,16.62186535357835,28.92554498976537,0,"[[16.04041560300591, 29.50699474033781], [16.62186535357835, 28.92554498976537]]",0.8222941230979979,0,,,[],0.0,0.0,5.0,0.0,[],0
38,12,0,12,16.964838290496235,11.890579996554324,0,"[[16.964838290496235, 10.995082613867382], [16.964838290496235, 11.890579996554324]]",0.8954973826869429,0,,,[],0.0,0.0,5.0,0.0,[],0
39,12,1,11,16.013478371874037,6.420502273743429,0,"[16.013478371874037, 6.420502273743429]",1.3807643273681198,0,,,[],0.0,0.0,5.0,0.0,[],0
40,12,2,8,14.025881116212569,6.259380855577206,0,"[[13.84620829615099, 7.584239239178032], [14.025881116212569, 6.259380855577206]]",1.336986184994548,0,,,[],1.0,2.0,5.0,0.0,[],0
41,12,3,5,15.188709314752732,26.538570374384367,0,"[[15.188709314752732, 27.13920264170378], [15.188709314752732, 26.538570374384367]]",0.6006322673194119,0,,,[],1.0,2.0,5.0,0.0,[],0
42,12,4,2,17.20331510415079,28.34409523919293,0,"[[16.62186535357835, 28.92554498976537], [17.20331510415079, 28.34409523919293]]",0.8222941230979979,0,,,[],0.0,0.0,5.0,0.0,[],0
43,13,0,13,16.964838290496235,12.786077379241267,0,"[[16.964838290496235, 11.890579996554324], [16.964838290496235, 12.786077379241267]]",0.8954973826869429,0,,,[],0.0,0.0,6.0,0.0,[],0
44,13,1,12,16.013478371874037,6.420502273743429,0,"[16.013478371874037, 6.420502273743429]",1.3807643273681198,0,,,[],0.0,0.0,6.0,0.0,[],0
45,13,2,9,14.205553936274145,4.934522471976379,0,"[[14.025881116212569, 6.259380855577206], [14.205553936274145, 4.934522471976379]]",1.336986184994548,0,,,[],1.0,2.0,6.0,0.0,[],0
46,13,3,6,15.188709314752732,25.937938107064955,0,"[[15.188709314752732, 26.538570374384367], [15.188709314752732, 25.937938107064955]]",0.6006322673194119,0,,,[],1.0,2.0,6.0,0.0,[],0
47,13,4,3,17.784764854723228,27.762645488620493,0,"[[17.20331510415079, 28.34409523919293], [17.784764854723228, 27.762645488620493]]",0.8222941230979979,0,,,[],0.0,0.0,6.0,0.0,[],0
48,13,5,0,16.461723759265823,1.7310178703586245,0,"[16.461723759265823, 1.7310178703586245]",0.8863752481006303,0,,,[],0.0,0.0,6.0,0.0,[],0
49,14,0,14,16.964838290496235,13.681574761928209,0,"[[16.964838290496235, 12.786077379241267], [16.964838290496235, 13.681574761928209]]",0.8954973826869429,0,,,[],0.0,0.0,6.0,0.0,[],0
50,14,1,13,16.013478371874037,6.420502273743429,0,"[16.013478371874037, 6.420502273743429]",1.3807643273681198,0,,,[],0.0,0.0,6.0,0.0,[],0
51,14,2,10,14.385226756335722,3.6096640883755384,0,"[[14.205553936274145, 4.934522471976379], [14.385226756335722, 3.6096640883755384]]",1.336986184994548,0,,,[],1.0,2.0,6.0,0.0,[],0
52,14,3,7,15.188709314752732,25.337305839745543,0,"[[15.188709314752732, 25.937938107064955], [15.188709314752732, 25.337305839745543]]",0.6006322673194119,0,,,[],1.0,2.0,6.0,0.0,[],0
53,14,4,4,18.366214605295667,27.181195738048054,0,"[[17.784764854723228, 27.762645488620493], [18.366214605295667, 27.181195738048054]]",0.8222941230979979,0,,,[],0.0,0.0,6.0,0.0,[],0
54,14,5,1,17.300060729331925,2.0188584600360366,0,"[[16.461723759265823, 1.7310178703586245], [17.300060729331925, 2.0188584600360366]]",0.8863752481006303,0,,,[],0.0,0.0,6.0,0.0,[],0
55,15,0,15,16.964838290496235,14.577072144615151,0,"[[16.964838290496235, 13.681574761928209], [16.964838290496235, 14.577072144615151]]",0.8954973826869429,0,,,[],0.0,0.0,6.0,0.0,[],0
56,15,1,14,16.013478371874037,6.420502273743429,0,"[16.013478371874037, 6.420502273743429]",1.3807643273681198,0,,,[],0.0,0.0,6.0,0.0,[],0
57,15,2,11,14.5648995763973,2.284805704774712,0,"[[14.385226756335722, 3.6096640883755384], [14.5648995763973, 2.284805704774712]]",1.336986184994548,0,,,[],1.0,2.0,6.0,0.0,[],0
58,15,3,8,15.188709314752732,24.73667357242613,0,"[[15.188709314752732, 25.337305839745543], [15.188709314752732, 24.73667357242613]]",0.6006322673194119,0,,,[],1.0,2.0,6.0,0.0,[],0
59,15,4,5,18.947664355868106,26.599745987475615,0,"[[18.366214605295667, 27.181195738048054], [18.947664355868106, 26.599745987475615]]",0.8222941230979979,0,,,[],0.0,0.0,6.0,0.0,[],0
60,15,5,2,18.138397699398027,2.3066990497134476,0,"[[17.300060729331925, 2.0188584600360366], [18.138397699398027, 2.3066990497134476]]",0.8863752481006303,0,,,[],0.0,0.0,6.0,0.0,[],0
61,16,0,16,16.06934090780929,14.577072144615151,0,"[[16.964838290496235, 14.577072144615151], [16.06934090780929, 14.577072144615151]]",0.8954973826869429,0,,,[],0.0,0.0,7.0,0.0,[],0
62,16,1,15,16.013478371874037,6.420502273743429,0,"[16.013478371874037, 6.420502273743429]",1.3807643273681198,0,,,[],0.0,0.0,7.0,0.0,[],0
63,16,2,12,14.744572396458878,0.9599473211738854,0,"[[14.5648995763973, 2.284805704774712], [14.744572396458878, 0.9599473211738854]]",1.336986184994548,0,,,[],1.0,2.0,7.0,0.0,[],0
64,16,3,9,15.188709314752732,24.13604130510672,0,"[[15.188709314752732, 24.73667357242613], [15.188709314752732, 24.13604130510672]]",0.6006322673194119,0,,,[],1.0,2.0,7.0,0.0,[],0
65,16,4,6,18.366214605295667,26.018296236903176,0,"[[18.947664355868106, 26.599745987475615], [18.366214605295667, 26.018296236903176]]",0.8222941230979979,0,,,[],0.0,0.0,7.0,0.0,[],0
