,ID,speed,activity,G_proportion,G_size,G_duration,stayTime,population,stay_Ent,distance,enter_Interval,spaceArea,obstacles,FDD,aspectRatio,entrances,contact_sec,contact_AC,contact_IIC,contact_IDs,contact_NG,contact_Ent
16,16,1.167818102156781,0.12,0.4,2.0,259.0,320,90,281,4.394323929522098,3,25,4,0.72,1.0,1.0,6843.1,282,6901,86,166,6901
17,17,1.4214820597597975,0.12,0.4,2.0,65.0,283,90,283,11.141645825642584,3,25,4,0.72,1.0,1.0,5053.0,284,5130,79,4024,5130
18,18,0.7052234168562369,0.12,0.4,,0.0,215,90,215,3.827480935894768,3,25,4,0.72,1.0,1.0,4493.9,216,4548,84,4548,4548
19,19,1.0068834622156817,0.12,0.4,,0.0,321,90,4,7.78400508495561,3,25,4,0.72,1.0,1.0,4367.4,322,4416,64,4416,93
20,20,1.3646972913588913,0.12,0.4,2.0,239.0,347,90,107,11.314431643749883,3,25,4,0.72,1.0,1.0,3400.4,348,3455,63,1077,1055
21,21,0.5546153536234409,0.12,0.4,2.0,261.0,322,90,37,12.126374174325894,3,25,4,0.72,1.0,1.0,3519.8,323,3575,56,716,402
22,22,0.5674267728817858,0.12,0.4,2.0,45.0,82,90,54,6.732959314551441,3,25,4,0.72,1.0,1.0,742.7,83,769,30,364,533
23,23,0.7068883642488305,0.12,0.4,,0.0,417,90,7,5.158285912144853,3,25,4,0.72,1.0,1.0,6823.2,418,6879,62,6879,102
24,24,0.8319361806859349,0.12,0.4,2.0,186.0,323,90,7,10.322782992498258,3,25,4,0.72,1.0,1.0,4283.7,254,4341,68,478,157
25,25,1.4444026454919896,0.12,0.4,,0.0,65,90,2,6.95624700536046,3,25,4,0.72,1.0,1.0,449.5,66,476,34,476,48
26,26,1.4220237544935874,0.12,0.4,2.0,285.0,673,90,672,6.696243191225634,3,25,4,0.72,1.0,1.0,10702.0,673,10779,68,3963,10779
27,27,0.5577201970081281,0.12,0.4,2.0033003300330035,303.0,558,90,336,10.256310383831684,3,25,4,0.72,1.0,1.0,7928.6,558,8010,85,3185,5335
28,28,0.941223354278601,0.12,0.4,,0.0,319,90,319,1.09350129832523,3,25,4,0.72,1.0,1.0,6749.0,320,6787,81,6787,6787
29,29,0.9457375281430508,0.12,0.4,,0.0,321,90,321,4.105625364895916,3,25,4,0.72,1.0,1.0,4477.8,322,4514,70,4514,4514
30,30,0.8618188564871491,0.12,0.4,,0.0,661,90,402,7.334287494007176,3,25,4,0.72,1.0,1.0,8155.1,662,8239,86,8239,5009
31,31,0.8164389256455862,0.12,0.4,,0.0,106,90,106,5.7792156520013505,3,25,4,0.72,1.0,1.0,2267.5,107,2312,53,2312,2312
32,32,0.7730080457414882,0.12,0.4,,0.0,529,90,280,10.68889604288366,3,25,4,0.72,1.0,1.0,9111.1,530,9211,80,9211,5513
33,33,1.179605768732411,0.12,0.4,2.0,239.0,320,90,306,6.450399371243389,3,25,4,0.72,1.0,1.0,6265.8,307,6324,72,1056,6324
34,34,0.6881687757610948,0.12,0.4,,0.0,12,90,12,3.8763730494413697,3,25,4,0.72,1.0,1.0,202.7,13,219,27,219,219
35,35,1.2575156490534334,0.12,0.4,,0.0,167,90,4,6.376761861174996,3,25,4,0.72,1.0,1.0,3010.7,168,3067,71,3067,123
36,36,1.445267481413437,0.12,0.4,,0.0,303,90,303,6.441051779724957,3,25,4,0.72,1.0,1.0,4933.0,304,4974,52,4974,4974
37,37,1.2393561405628664,0.12,0.4,2.0,305.0,640,90,617,9.680967856577423,3,25,4,0.72,1.0,1.0,8187.1,618,8268,86,4553,8268
38,38,0.6328892772987704,0.12,0.4,,0.0,15,90,15,0.6444239674161488,3,25,4,0.72,1.0,1.0,126.9,16,129,14,129,129
39,39,0.5088589745759793,0.12,0.4,2.0,37.0,634,90,564,13.315563458967143,3,25,4,0.72,1.0,1.0,5482.4,635,5542,55,5302,5173
40,40,1.2685693798091602,0.12,0.4,,0.0,117,90,5,7.419779505491439,3,25,4,0.72,1.0,1.0,1731.5,118,1788,62,1788,169
41,41,1.0276792856400279,0.12,0.4,2.0,281.0,319,90,319,5.321047773162713,3,25,4,0.72,1.0,1.0,5396.7,320,5457,80,375,5457
42,42,0.590585538858928,0.12,0.4,,0.0,16,90,16,2.142540729852092,3,25,4,0.72,1.0,1.0,205.5,17,216,25,216,216
43,43,1.1488983378745414,0.12,0.4,,0.0,45,90,4,8.081652012757617,3,25,4,0.72,1.0,1.0,435.9,46,477,44,477,107
44,44,1.3773326585645853,0.12,0.4,2.0,9.0,341,90,238,9.544572753140805,3,25,4,0.72,1.0,1.0,5789.7,248,5856,69,5667,5667
45,45,0.952569258190023,0.12,0.4,2.577639751552795,161.0,582,90,6,9.625753148988327,3,25,4,0.72,1.0,1.0,8243.9,459,8316,70,6109,112
46,46,1.0144967689498232,0.12,0.4,2.0238095238095237,42.0,503,90,4,8.19536841662657,3,25,4,0.72,1.0,1.0,10523.4,504,10589,71,10467,74
47,47,0.5221576430719768,0.12,0.4,2.0,108.0,152,90,141,8.994796993861533,3,25,4,0.72,1.0,1.0,4108.9,153,4181,77,855,4002
48,48,0.8255901584784514,0.12,0.4,2.0,317.0,607,90,4,6.378712015443192,3,25,4,0.72,1.0,1.0,7598.0,607,7659,63,2923,102
49,49,1.0960664412024026,0.12,0.4,,0.0,232,90,232,2.320887126233117,3,25,4,0.72,1.0,1.0,1968.1,233,1997,52,1997,1997
50,50,1.1143868816459779,0.12,0.4,2.0,322.0,573,90,59,8.73241127721499,3,25,4,0.72,1.0,1.0,9093.1,574,9165,73,4061,864
51,51,0.6988382165959807,0.12,0.4,,0.0,54,90,54,2.1115924896090745,3,25,4,0.72,1.0,1.0,1344.9,55,1367,44,1367,1367
52,52,0.7279876970924606,0.12,0.4,,0.0,322,90,6,8.544817190975595,3,25,4,0.72,1.0,1.0,3869.3,323,3925,60,3925,147
53,53,0.7166252586959279,0.12,0.4,2.0,259.0,323,90,323,6.470590845660896,3,25,4,0.72,1.0,1.0,4335.7,324,4383,51,885,4383
54,54,0.6809476529153635,0.12,0.4,,0.0,378,90,378,4.256352655114538,3,25,4,0.72,1.0,1.0,8286.5,379,8346,82,8346,8346
55,55,1.1952264828755081,0.12,0.4,2.0,286.0,322,90,35,7.434410067203206,3,25,4,0.72,1.0,1.0,6763.1,323,6827,70,869,847
56,56,0.5168125689569478,0.12,0.4,,0.0,293,90,293,4.409608828413424,3,25,4,0.72,1.0,1.0,5229.9,294,5284,74,5284,5284
57,57,1.105867221775843,0.12,0.4,2.427350427350427,234.0,580,90,359,17.279425155770667,3,25,4,0.72,1.0,1.0,3667.1,371,3744,73,1138,3588
58,58,0.6985171021677904,0.12,0.4,,0.0,322,90,322,8.393505714955083,3,25,4,0.72,1.0,1.0,5357.6,323,5416,72,5416,5416
59,59,0.8214714293200561,0.12,0.4,,0.0,91,90,91,2.4870976122318487,3,25,4,0.72,1.0,1.0,2565.4,92,2594,57,2594,2594
60,60,0.5212417408755919,0.12,0.4,3.0,168.0,321,90,209,5.819174093538782,3,25,4,0.72,1.0,1.0,6339.0,322,6395,65,2618,4739
61,61,1.28161510518919,0.12,0.4,2.0,65.0,320,90,151,3.7661481629704903,3,25,4,0.72,1.0,1.0,3036.9,152,3072,64,1798,3072
62,62,1.0310607911875622,0.12,0.4,,0.0,160,90,160,2.9759466289523138,3,25,4,0.72,1.0,1.0,3992.2,161,4027,64,4027,4027
63,63,0.9369356758656358,0.12,0.4,2.0,285.0,562,90,561,5.059596804688511,3,25,4,0.72,1.0,1.0,8955.6,562,9025,81,2709,9025
64,64,0.904040090014482,0.12,0.4,,0.0,322,90,10,8.591691303899953,3,25,4,0.72,1.0,1.0,5151.2,323,5214,66,5214,224
65,65,1.18061880736829,0.12,0.4,,0.0,39,90,4,5.0528355052160645,3,25,4,0.72,1.0,1.0,1016.0,40,1055,60,1055,169
66,66,0.801421646869715,0.12,0.4,,0.0,553,90,128,17.860447115457568,3,25,4,0.72,1.0,1.0,8371.7,554,8493,78,8493,2434
67,67,0.8018070620165082,0.12,0.4,3.0,92.0,323,90,215,9.295483001112798,3,25,4,0.72,1.0,1.0,6887.3,324,6951,79,5923,5569
68,68,0.9193450721848723,0.12,0.4,2.0,22.0,320,90,320,6.254886538400722,3,25,4,0.72,1.0,1.0,1839.1,253,1884,61,1588,1884
69,69,1.0915087389270752,0.12,0.4,2.0,26.0,166,90,78,8.051342328424198,3,25,4,0.72,1.0,1.0,3732.7,167,3807,72,3148,1515
70,70,1.388381946169375,0.12,0.4,2.0,259.0,321,90,283,9.18577499812502,3,25,4,0.72,1.0,1.0,3453.6,291,3511,59,409,3375
71,71,0.7724227854700989,0.12,0.4,,0.0,367,90,6,4.9269692969564165,3,25,4,0.72,1.0,1.0,9233.8,368,9287,65,9287,147
72,72,1.2157488337373064,0.12,0.4,2.0,9.0,535,90,44,5.971931114332771,3,25,4,0.72,1.0,1.0,1377.5,164,1420,66,1186,916
73,73,1.406307990886543,0.12,0.4,2.0,304.0,321,90,18,6.370175228983637,3,25,4,0.72,1.0,1.0,7906.9,322,7971,69,356,390
74,74,1.1967666017249983,0.12,0.4,2.0,26.0,320,90,150,5.710318042082518,3,25,4,0.72,1.0,1.0,2600.3,151,2638,50,2062,2638
75,75,1.2788543021534555,0.12,0.4,2.0,321.0,526,90,448,6.64517609706453,3,25,4,0.72,1.0,1.0,7821.3,526,7897,66,2450,6324
76,76,1.2770614765182773,0.12,0.4,,0.0,147,90,147,3.0634266902705938,3,25,4,0.72,1.0,1.0,4143.4,148,4173,57,4173,4173
77,77,0.7672700879138372,0.12,0.4,,0.0,13,90,13,0.8757616166560247,3,25,4,0.72,1.0,1.0,325.3,14,331,35,331,331
78,78,0.5319933354097093,0.12,0.4,,0.0,433,90,122,7.179698200789197,3,25,4,0.72,1.0,1.0,5889.6,434,5945,67,5945,1299
79,79,0.5425552247140222,0.12,0.4,3.0,99.0,488,90,104,6.328222035674731,3,25,4,0.72,1.0,1.0,8123.2,489,8178,63,7402,937
80,80,0.888402820218642,0.12,0.4,,0.0,511,90,511,4.96959780248685,3,25,4,0.72,1.0,1.0,7764.5,512,7827,74,7827,7827
81,81,1.4134599811003474,0.12,0.4,2.0,227.0,507,90,231,11.333279173639022,3,25,4,0.72,1.0,1.0,5611.1,508,5677,60,4483,1293
82,82,1.1701754088067562,0.12,0.4,,0.0,350,90,4,8.062786044020822,3,25,4,0.72,1.0,1.0,6210.6,351,6272,66,6272,122
83,83,0.6920473732008703,0.12,0.4,2.575,160.0,344,90,182,7.967264445651251,3,25,4,0.72,1.0,1.0,5658.5,345,5707,73,4062,4044
84,84,0.9819149943931538,0.12,0.4,2.0,227.0,496,90,344,8.579786618157552,3,25,4,0.72,1.0,1.0,6103.0,497,6176,68,4815,2870
85,85,0.6474955688464878,0.12,0.4,,0.0,319,90,319,0.9073121284454422,3,25,4,0.72,1.0,1.0,4091.5,320,4121,63,4121,4121
86,86,1.1028199543596597,0.12,0.4,,0.0,104,90,104,1.4175650858347772,3,25,4,0.72,1.0,1.0,2674.8,105,2692,48,2692,2692
87,87,1.327049085475216,0.12,0.4,2.0,7.0,490,90,78,4.439936414471239,3,25,4,0.72,1.0,1.0,4322.3,222,4369,66,4222,757
88,88,0.7296386992289688,0.12,0.4,,0.0,487,90,430,8.63634980439704,3,25,4,0.72,1.0,1.0,7011.0,488,7086,69,7086,5963
89,89,1.066847969550625,0.12,0.4,2.6846153846153844,390.0,484,90,66,7.449869138894746,3,25,4,0.72,1.0,1.0,5073.2,484,5129,65,911,809
