,ID,speed,activity,G_proportion,G_size,G_duration,stayTime,population,stay_Ent,distance,enter_Interval,spaceArea,obstacles,FDD,aspectRatio,entrances,contact_sec,contact_AC,contact_IIC,contact_IDs,contact_NG,contact_Ent
26,26,1.2799994077719197,0.08,0.3,,0.0,208,90,208,4.19808053032861,3,25,1,0.6799999999999999,1.0,2.0,3287.0,209,3335,72,3335,3335
27,27,0.7548337998271621,0.08,0.3,,0.0,411,90,411,4.286077690605934,3,25,1,0.6799999999999999,1.0,2.0,9324.7,412,9375,76,9375,9375
28,28,0.7212219482350813,0.08,0.3,2.0,131.0,617,90,617,3.22409763950671,3,25,1,0.6799999999999999,1.0,2.0,12735.5,618,12806,82,11759,12806
29,29,0.7138157293657996,0.08,0.3,,0.0,294,90,294,3.5275578076712915,3,25,1,0.6799999999999999,1.0,2.0,6179.3,295,6223,74,6223,6223
30,30,1.0514702222319607,0.08,0.3,,0.0,320,90,320,3.2199084329408625,3,25,1,0.6799999999999999,1.0,2.0,7186.7,321,7237,80,7237,7237
31,31,0.5117182651808714,0.08,0.3,,0.0,658,90,658,6.055963443351597,3,25,1,0.6799999999999999,1.0,2.0,9558.5,659,9617,79,9617,9617
32,32,1.3445643762952966,0.08,0.3,4.0,167.0,319,90,319,8.796428760776518,3,25,1,0.6799999999999999,1.0,2.0,3975.1,320,4026,63,1229,4026
33,33,1.4632829017712055,0.08,0.3,2.0,232.0,335,90,334,7.7731822130718875,3,25,1,0.6799999999999999,1.0,2.0,5358.4,335,5411,66,1509,5411
34,34,1.4810955520277365,0.08,0.3,2.0,84.0,133,90,133,8.987018036079283,3,25,1,0.6799999999999999,1.0,2.0,1694.3,134,1754,63,751,1754
35,35,1.3684307966937008,0.08,0.3,,0.0,646,90,646,7.855309239515767,3,25,1,0.6799999999999999,1.0,2.0,9690.6,647,9775,82,9775,9775
36,36,1.3916480360397012,0.08,0.3,2.0,168.0,643,90,643,9.215149259406424,3,25,1,0.6799999999999999,1.0,2.0,8297.6,644,8361,70,4995,8361
37,37,1.1693185997047528,0.08,0.3,2.0,316.0,589,90,588,10.871359731215513,3,25,1,0.6799999999999999,1.0,2.0,5586.4,589,5642,56,2400,5642
38,38,1.0869640531130296,0.08,0.3,,0.0,258,90,258,2.330678974365761,3,25,1,0.6799999999999999,1.0,2.0,6223.5,259,6262,77,6262,6262
39,39,0.744993331582151,0.08,0.3,,0.0,93,90,93,0.6743696548968686,3,25,1,0.6799999999999999,1.0,2.0,1306.2,94,1317,36,1317,1317
40,40,1.348573635293572,0.08,0.3,3.6485148514851486,202.0,321,90,321,8.281377828289132,3,25,1,0.6799999999999999,1.0,2.0,7649.5,322,7718,79,2493,7718
41,41,1.0472806581596044,0.08,0.3,2.0,130.0,471,90,471,10.631305351333012,3,25,1,0.6799999999999999,1.0,2.0,7388.8,472,7466,79,5899,7466
42,42,0.9991363751554562,0.08,0.3,,0.0,625,90,625,4.168053025737654,3,25,1,0.6799999999999999,1.0,2.0,5320.2,626,5364,58,5364,5364
43,43,1.3914251349803528,0.08,0.3,,0.0,37,90,37,3.3936881982317386,3,25,1,0.6799999999999999,1.0,2.0,433.7,38,455,42,455,455
44,44,0.9391139984652409,0.08,0.3,,0.0,81,90,81,4.314623665217112,3,25,1,0.6799999999999999,1.0,2.0,934.1,82,957,39,957,957
45,45,0.9088277558383739,0.08,0.3,,0.0,26,90,26,3.203673264537417,3,25,1,0.6799999999999999,1.0,2.0,369.8,27,388,40,388,388
46,46,0.7743848502591341,0.08,0.3,,0.0,57,90,57,6.251724024480452,3,25,1,0.6799999999999999,1.0,2.0,835.7,58,875,52,875,875
47,47,1.2682309621063697,0.08,0.3,2.0,7.0,576,90,576,12.528699297823161,3,25,1,0.6799999999999999,1.0,2.0,6196.9,577,6260,64,6222,6260
48,48,0.679663207596947,0.08,0.3,,0.0,449,90,449,4.427958390980784,3,25,1,0.6799999999999999,1.0,2.0,9764.5,450,9829,78,9829,9829
49,49,1.0274895981921544,0.08,0.3,2.0,292.0,604,90,603,12.272869836137405,3,25,1,0.6799999999999999,1.0,2.0,5307.9,604,5386,66,2624,5386
50,50,1.0818746615485069,0.08,0.3,,0.0,329,90,329,8.934230790243449,3,25,1,0.6799999999999999,1.0,2.0,5500.7,330,5562,78,5562,5562
51,51,1.4022174202678883,0.08,0.3,2.0,4.0,79,90,79,6.538109896061853,3,25,1,0.6799999999999999,1.0,2.0,1607.5,80,1650,55,1532,1650
52,52,0.920382280053023,0.08,0.3,,0.0,323,90,323,8.186199574957843,3,25,1,0.6799999999999999,1.0,2.0,3879.4,324,3942,72,3942,3942
53,53,0.8518067680032002,0.08,0.3,,0.0,323,90,323,5.27058229466666,3,25,1,0.6799999999999999,1.0,2.0,3803.9,324,3847,63,3847,3847
54,54,0.6433651946820346,0.08,0.3,,0.0,413,90,202,3.6567751340003487,3,25,1,0.6799999999999999,1.0,2.0,1689.9,203,1704,41,1704,1704
55,55,1.125738679687515,0.08,0.3,2.0,297.0,500,90,458,8.410335218417185,3,25,1,0.6799999999999999,1.0,2.0,9127.0,459,9195,80,3464,9195
56,56,1.1479111262002422,0.08,0.3,,0.0,273,90,79,10.373569854768872,3,25,1,0.6799999999999999,1.0,2.0,1058.4,80,1083,50,1083,1083
57,57,1.3975637120582505,0.08,0.3,3.0,198.0,580,90,580,4.942368472508424,3,25,1,0.6799999999999999,1.0,2.0,10492.7,581,10562,80,5819,10562
58,58,0.8043794737012034,0.08,0.3,3.0,163.0,577,90,577,4.032029925076649,3,25,1,0.6799999999999999,1.0,2.0,7581.7,578,7640,69,5489,7640
59,59,0.8818627268146074,0.08,0.3,3.51440329218107,243.0,322,90,322,6.908628007557835,3,25,1,0.6799999999999999,1.0,2.0,5103.1,323,5158,70,1150,5158
60,60,1.41166464318707,0.08,0.3,3.520661157024793,242.0,321,90,317,8.935226132500832,3,25,1,0.6799999999999999,1.0,2.0,4548.2,318,4607,69,1711,4607
61,61,0.7411962698561935,0.08,0.3,,0.0,195,90,195,2.8255632777265434,3,25,1,0.6799999999999999,1.0,2.0,5073.7,196,5116,73,5116,5116
62,62,1.0310404849423476,0.08,0.3,,0.0,305,90,305,3.790240799248468,3,25,1,0.6799999999999999,1.0,2.0,5326.2,306,5372,67,5372,5372
63,63,1.3522386542547211,0.08,0.3,3.0,178.0,320,90,320,3.8049145457219957,3,25,1,0.6799999999999999,1.0,2.0,8896.0,321,8946,78,3544,8946
64,64,0.8547889101401264,0.08,0.3,,0.0,23,90,23,3.2360155933671946,3,25,1,0.6799999999999999,1.0,2.0,563.9,24,583,43,583,583
65,65,0.5557116675723534,0.08,0.3,2.994949494949495,198.0,322,90,322,6.059473905610869,3,25,1,0.6799999999999999,1.0,2.0,7101.9,323,7169,78,2537,7169
66,66,0.8187580169607297,0.08,0.3,2.99438202247191,178.0,444,90,444,4.7437043279122975,3,25,1,0.6799999999999999,1.0,2.0,7305.9,445,7367,74,3384,7367
67,67,1.4622168293629234,0.08,0.3,2.9585798816568047,169.0,516,90,516,12.790455793059518,3,25,1,0.6799999999999999,1.0,2.0,3737.1,517,3798,58,2779,3798
68,68,0.9784771924913113,0.08,0.3,3.0,35.0,255,90,255,10.08656384982493,3,25,1,0.6799999999999999,1.0,2.0,7170.1,256,7236,77,6681,7236
69,69,1.3017714413205845,0.08,0.3,,0.0,320,90,320,7.51388742893114,3,25,1,0.6799999999999999,1.0,2.0,7740.8,321,7807,77,7807,7807
70,70,1.075569721355476,0.08,0.3,,0.0,541,90,541,6.055248036745251,3,25,1,0.6799999999999999,1.0,2.0,6105.5,542,6164,68,6164,6164
71,71,1.154323171575508,0.08,0.3,,0.0,538,90,538,6.954414679310508,3,25,1,0.6799999999999999,1.0,2.0,8953.0,539,9026,76,9026,9026
72,72,0.9619679837998939,0.08,0.3,2.0,12.0,230,90,219,8.956601775300697,3,25,1,0.6799999999999999,1.0,2.0,5654.0,220,5723,71,5496,5723
73,73,1.2130458459994886,0.08,0.3,,0.0,220,90,220,10.055032537318974,3,25,1,0.6799999999999999,1.0,2.0,3267.3,221,3333,66,3333,3333
74,74,0.8688867392488989,0.08,0.3,2.0,4.0,529,90,364,7.083685754844582,3,25,1,0.6799999999999999,1.0,2.0,2506.2,365,2537,46,2470,2537
75,75,0.6847267587248475,0.08,0.3,3.0,197.0,313,90,312,8.99602028011721,3,25,1,0.6799999999999999,1.0,2.0,3606.6,313,3662,65,1581,3662
76,76,0.5679592705178025,0.08,0.3,2.0,138.0,523,90,522,7.043697518337466,3,25,1,0.6799999999999999,1.0,2.0,7287.8,523,7358,74,6364,7358
77,77,0.6266131260595882,0.08,0.3,3.0,177.0,320,90,319,2.8981734143041336,3,25,1,0.6799999999999999,1.0,2.0,7750.1,320,7792,69,3032,7792
78,78,1.3837270040411749,0.08,0.3,,0.0,321,90,321,7.595325591387386,3,25,1,0.6799999999999999,1.0,2.0,3033.5,322,3068,56,3068,3068
79,79,0.9889794346029771,0.08,0.3,,0.0,322,90,322,7.724518506819618,3,25,1,0.6799999999999999,1.0,2.0,2412.9,323,2455,57,2455,2455
80,80,1.2626356694405025,0.08,0.3,,0.0,384,90,384,6.529027540330619,3,25,1,0.6799999999999999,1.0,2.0,6269.3,385,6336,70,6336,6336
81,81,1.0883753822942421,0.08,0.3,3.0,162.0,508,90,507,1.6056053014885063,3,25,1,0.6799999999999999,1.0,2.0,6224.3,466,6272,64,3568,6272
82,82,0.8845337942994173,0.08,0.3,3.0,196.0,300,90,300,7.127852058934291,3,25,1,0.6799999999999999,1.0,2.0,4863.5,301,4910,63,2455,4910
83,83,1.15408511754576,0.08,0.3,2.0,5.0,321,90,321,5.96078346700318,3,25,1,0.6799999999999999,1.0,2.0,3854.6,322,3898,55,3828,3898
84,84,0.8240560300507981,0.08,0.3,,0.0,113,90,113,1.917874653517662,3,25,1,0.6799999999999999,1.0,2.0,2911.3,114,2936,52,2936,2936
85,85,1.1953007095374917,0.08,0.3,2.0,111.0,451,90,451,6.171268678484575,3,25,1,0.6799999999999999,1.0,2.0,9180.2,452,9230,69,8388,9230
86,86,0.7169371004153143,0.08,0.3,,0.0,324,90,324,8.244481006871794,3,25,1,0.6799999999999999,1.0,2.0,4068.5,325,4123,64,4123,4123
87,87,1.0960917620957429,0.08,0.3,2.937799043062201,209.0,321,90,320,8.150023822971391,3,25,1,0.6799999999999999,1.0,2.0,5512.6,321,5588,70,2292,5588
88,88,1.0139364899636467,0.08,0.3,,0.0,321,90,321,4.53763787344535,3,25,1,0.6799999999999999,1.0,2.0,6766.4,322,6828,74,6828,6828
89,89,1.2265664620629197,0.08,0.3,2.0,26.0,484,90,355,8.65520486579791,3,25,1,0.6799999999999999,1.0,2.0,5976.0,356,6033,68,5757,6033
