,ID,speed,activity,G_proportion,G_size,G_duration,stayTime,population,stay_Ent,distance,enter_Interval,spaceArea,obstacles,FDD,aspectRatio,entrances,contact_sec,contact_AC,contact_IIC,contact_IDs,contact_NG,contact_Ent
25,25,0.5453896099665227,0.07,0.4,2.0,154.0,628,90,4,10.522277973603588,5,300,18,0.9572727272727273,3.0,2.0,582.6,255,611,32,296,6
26,26,0.7937516622694145,0.07,0.4,,0.0,417,90,6,47.14472872706291,5,300,18,0.9572727272727273,3.0,2.0,1028.0,410,1085,49,1085,11
27,27,0.9985684473859925,0.07,0.4,,0.0,55,90,4,9.704118336712394,5,300,18,0.9572727272727273,3.0,2.0,13.1,12,15,4,15,7
28,28,1.2028760167996777,0.07,0.4,2.0,132.0,191,90,4,34.47724059498239,5,300,18,0.9572727272727273,3.0,2.0,294.2,191,318,21,91,13
29,29,1.2958633952518235,0.07,0.4,,0.0,279,90,4,44.47996654340101,5,300,18,0.9572727272727273,3.0,2.0,290.9,163,338,34,338,13
30,30,1.0841864982043918,0.07,0.4,,0.0,135,90,114,27.882049930967618,5,300,18,0.9572727272727273,3.0,2.0,258.8,132,275,26,275,250
31,31,1.0881312108424854,0.07,0.4,,0.0,259,90,4,27.08070696525394,5,300,18,0.9572727272727273,3.0,2.0,235.7,150,255,22,255,13
32,32,1.290450330111956,0.07,0.4,,0.0,62,90,26,51.994037505936696,5,300,18,0.9572727272727273,3.0,2.0,86.8,62,108,19,108,39
33,33,1.2791614722179194,0.07,0.4,,0.0,324,90,4,30.120045050185414,5,300,18,0.9572727272727273,3.0,2.0,197.7,191,212,18,212,11
34,34,0.7124027951899747,0.07,0.4,2.0,173.0,382,90,133,52.95348709018173,5,300,18,0.9572727272727273,3.0,2.0,443.9,201,482,31,65,326
35,35,1.338608025748901,0.07,0.4,3.0,183.0,335,90,3,32.649273004165586,5,300,18,0.9572727272727273,3.0,2.0,704.0,202,758,48,78,12
36,36,1.3082563363691282,0.07,0.4,2.0,244.0,340,90,5,63.21034836537607,5,300,18,0.9572727272727273,3.0,2.0,690.0,296,725,33,125,16
37,37,0.5370342924187669,0.07,0.4,2.0,73.0,333,90,10,46.80626443770398,5,300,18,0.9572727272727273,3.0,2.0,226.6,139,271,39,176,31
38,38,0.7706450508974871,0.07,0.4,2.0,244.0,375,90,5,48.75202780387668,5,300,18,0.9572727272727273,3.0,2.0,329.4,227,391,48,119,8
39,39,0.5019173435514099,0.07,0.4,2.0,143.0,558,90,4,72.15347100406157,5,300,18,0.9572727272727273,3.0,2.0,1043.0,377,1108,51,756,10
40,40,1.4137892614487593,0.07,0.4,2.641860465116279,215.0,340,90,99,57.61198222413137,5,300,18,0.9572727272727273,3.0,2.0,528.5,287,608,61,362,297
41,41,1.2616389721957746,0.07,0.4,2.0,248.0,548,90,435,37.142857993464965,5,300,18,0.9572727272727273,3.0,2.0,708.1,537,747,55,381,563
42,42,1.0644610102929735,0.07,0.4,,0.0,361,90,5,26.92349313852283,5,300,18,0.9572727272727273,3.0,2.0,508.2,263,538,26,538,12
43,43,0.5578421076087602,0.07,0.4,,0.0,192,90,10,28.341483788185315,5,300,18,0.9572727272727273,3.0,2.0,585.0,179,627,39,627,43
44,44,1.0462626309353589,0.07,0.4,3.0,75.0,441,90,336,29.687020828377733,5,300,18,0.9572727272727273,3.0,2.0,678.5,416,706,35,650,597
45,45,0.941199178785385,0.07,0.4,2.43859649122807,171.0,528,90,3,10.079800189069196,5,300,18,0.9572727272727273,3.0,2.0,872.7,368,883,9,872,7
46,46,1.0705792342110905,0.07,0.4,2.0,231.0,343,90,5,53.46534081660057,5,300,18,0.9572727272727273,3.0,2.0,273.1,225,308,35,68,12
47,47,1.0887795916324816,0.07,0.4,2.0,2.0,448,90,2,7.400323193102617,5,300,18,0.9572727272727273,3.0,2.0,223.0,163,255,36,246,6
48,48,1.1468060263713935,0.07,0.4,,0.0,99,90,5,30.84239161617637,5,300,18,0.9572727272727273,3.0,2.0,47.2,28,63,18,63,21
49,49,0.613746533620902,0.07,0.4,,0.0,508,90,86,20.69321066840064,5,300,18,0.9572727272727273,3.0,2.0,734.6,347,787,47,787,180
50,50,0.6274193620574826,0.07,0.4,2.7721518987341773,237.0,361,90,287,54.88544726631367,5,300,18,0.9572727272727273,3.0,2.0,666.1,358,714,45,297,530
51,51,1.3207906628875892,0.07,0.4,2.6443661971830985,284.0,498,90,384,57.68214198992897,5,300,18,0.9572727272727273,3.0,2.0,692.4,428,743,57,213,639
52,52,0.9147104466983988,0.07,0.4,2.011111111111111,90.0,338,90,223,40.07254105505174,5,300,18,0.9572727272727273,3.0,2.0,736.2,294,770,37,543,502
53,53,0.9599605524555718,0.07,0.4,2.0,231.0,488,90,2,38.63899035923126,5,300,18,0.9572727272727273,3.0,2.0,261.3,183,301,42,123,11
54,54,0.6776062707387451,0.07,0.4,3.0,224.0,483,90,3,46.79549894293791,5,300,18,0.9572727272727273,3.0,2.0,344.3,274,388,33,302,16
55,55,0.6994717237468928,0.07,0.4,3.0,224.0,478,90,3,36.86926458168655,5,300,18,0.9572727272727273,3.0,2.0,1247.1,474,1280,25,733,16
56,56,1.1711050690943232,0.07,0.4,,0.0,410,90,3,48.58008670886064,5,300,18,0.9572727272727273,3.0,2.0,77.1,54,100,24,100,12
57,57,1.4083275916560316,0.07,0.4,2.0,217.0,468,90,1,26.920857164017065,5,300,18,0.9572727272727273,3.0,2.0,500.5,433,523,23,331,9
58,58,0.5098471440479897,0.07,0.4,,0.0,463,90,6,102.83348577471041,5,300,18,0.9572727272727273,3.0,2.0,870.1,362,884,16,884,18
59,59,0.8117222213166434,0.07,0.4,2.0,33.0,458,90,3,20.89764287984179,5,300,18,0.9572727272727273,3.0,2.0,359.9,177,381,24,326,15
60,60,0.727124414424543,0.07,0.4,2.0,46.0,328,90,6,35.14329426158328,5,300,18,0.9572727272727273,3.0,2.0,603.0,303,653,42,554,18
61,61,0.5403836832732339,0.07,0.4,2.0,46.0,398,90,7,41.00061770347383,5,300,18,0.9572727272727273,3.0,2.0,398.6,250,451,41,445,22
62,62,0.7715591258591797,0.07,0.4,,0.0,240,90,3,6.666102320308854,5,300,18,0.9572727272727273,3.0,2.0,317.4,178,333,16,333,18
63,63,0.5602034792025778,0.07,0.4,2.0,141.0,377,90,187,41.71345727190793,5,300,18,0.9572727272727273,3.0,2.0,627.1,316,658,24,402,348
64,64,0.7552811764263472,0.07,0.4,3.0,224.0,433,90,5,36.65510371783777,5,300,18,0.9572727272727273,3.0,2.0,542.7,266,583,40,507,13
65,65,0.8444489852288103,0.07,0.4,2.0041152263374484,243.0,306,90,5,28.103649640109616,5,300,18,0.9572727272727273,3.0,2.0,901.1,305,942,38,122,19
66,66,1.371676671939607,0.07,0.4,,0.0,371,90,3,46.60656290252326,5,300,18,0.9572727272727273,3.0,2.0,1050.1,371,1088,40,1088,10
67,67,0.5328813262310997,0.07,0.4,,0.0,418,90,4,18.12003426906411,5,300,18,0.9572727272727273,3.0,2.0,617.0,364,657,32,657,19
68,68,0.8838782280817629,0.07,0.4,2.0,174.0,324,90,5,30.72683783646974,5,300,18,0.9572727272727273,3.0,2.0,704.9,221,728,23,118,8
69,69,1.4027537284452665,0.07,0.4,,0.0,408,90,1,26.215432330551348,5,300,18,0.9572727272727273,3.0,2.0,512.2,323,564,30,564,6
70,70,0.7532790668257491,0.07,0.4,2.0,136.0,227,90,139,59.18538085950996,5,300,18,0.9572727272727273,3.0,2.0,581.7,217,625,45,204,425
71,71,0.9941782280896947,0.07,0.4,2.9945355191256833,183.0,398,90,2,32.79590542763395,5,300,18,0.9572727272727273,3.0,2.0,900.6,399,960,49,414,9
72,72,1.262264041318183,0.07,0.4,,0.0,197,90,3,51.5381488562766,5,300,18,0.9572727272727273,3.0,2.0,428.8,194,471,36,471,12
73,73,1.306340342833323,0.07,0.4,,0.0,388,90,351,50.806474888194025,5,300,18,0.9572727272727273,3.0,2.0,415.8,210,463,44,463,351
74,74,1.3884615947631536,0.07,0.4,3.0,182.0,336,90,3,37.16470823044873,5,300,18,0.9572727272727273,3.0,2.0,649.1,335,689,38,215,7
75,75,0.8008708530280471,0.07,0.4,2.0,132.0,347,90,7,72.3676718158911,5,300,18,0.9572727272727273,3.0,2.0,131.4,86,176,38,142,7
76,76,1.3859146886722808,0.07,0.4,,0.0,198,90,3,54.25888363373167,5,300,18,0.9572727272727273,3.0,2.0,440.5,192,470,31,470,7
77,77,0.6655955129039934,0.07,0.4,2.0,137.0,347,90,8,52.850846402064214,5,300,18,0.9572727272727273,3.0,2.0,532.3,187,580,42,120,21
78,78,0.8692767487088771,0.07,0.4,,0.0,363,90,2,49.901608078306545,5,300,18,0.9572727272727273,3.0,2.0,698.9,308,731,31,731,9
79,79,0.5210059657235877,0.07,0.4,,0.0,153,90,5,10.016955781852701,5,300,18,0.9572727272727273,3.0,2.0,52.6,38,68,14,68,16
80,80,0.6057154385193618,0.07,0.4,,0.0,84,90,8,28.137268024369025,5,300,18,0.9572727272727273,3.0,2.0,208.5,85,231,28,231,27
81,81,0.9736423679962626,0.07,0.4,,0.0,252,90,5,45.743956540529624,5,300,18,0.9572727272727273,3.0,2.0,351.9,196,392,39,392,9
82,82,1.020036041758772,0.07,0.4,,0.0,343,90,2,25.022266259321015,5,300,18,0.9572727272727273,3.0,2.0,247.0,201,270,25,270,4
83,83,1.3656656039794959,0.07,0.4,2.011111111111111,90.0,164,90,43,33.93283436828074,5,300,18,0.9572727272727273,3.0,2.0,382.6,165,411,20,172,94
84,84,1.0784919219681268,0.07,0.4,,0.0,333,90,1,18.178094468224,5,300,18,0.9572727272727273,3.0,2.0,583.7,226,608,20,608,4
85,85,0.9749897749146413,0.07,0.4,,0.0,77,90,2,74.58533797211116,5,300,18,0.9572727272727273,3.0,2.0,107.0,72,125,18,125,14
86,86,0.7067376263100009,0.07,0.4,2.0,12.0,218,90,184,30.576755189295056,5,300,18,0.9572727272727273,3.0,2.0,213.3,151,240,30,240,135
87,87,0.8717537536498977,0.07,0.4,,0.0,163,90,5,28.030930319608782,5,300,18,0.9572727272727273,3.0,2.0,178.6,116,212,34,212,8
88,88,1.2833585631617155,0.07,0.4,2.43859649122807,171.0,313,90,2,20.436402912078872,5,300,18,0.9572727272727273,3.0,2.0,64.7,50,85,20,41,12
89,89,1.2775216621098873,0.07,0.4,,0.0,308,90,1,18.086927251107024,5,300,18,0.9572727272727273,3.0,2.0,734.6,308,768,22,768,4
